time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
2021-09-05 18:09:35:3840,-2.2274,1.9271,0.2131,2.953
2021-09-05 18:09:35:3940,-2.3641,1.8923,0.0267,3.028
2021-09-05 18:09:35:4030,-2.4199,1.8559,-0.0912,3.051
2021-09-05 18:09:35:4230,-2.411,1.8133,-0.1525,3.021
2021-09-05 18:09:35:4240,-2.4084,1.801,-0.1524,3.011
2021-09-05 18:09:35:4340,-2.159,1.8442,0.0953,2.841
2021-09-05 18:09:35:4420,-1.9894,1.8772,0.2806,2.75
2021-09-05 18:09:35:4540,-1.826,1.8406,0.5106,2.642
2021-09-05 18:09:35:4640,-1.7235,1.8029,0.616,2.569
2021-09-05 18:09:35:4750,-1.5636,1.8069,0.673,2.482
2021-09-05 18:09:35:4830,-1.3832,1.7875,0.7654,2.386
2021-09-05 18:09:35:4960,-1.157,1.8108,1.0634,2.398
2021-09-05 18:09:35:5020,-1.0228,1.7142,1.2678,2.365
2021-09-05 18:09:35:5190,-0.8762,1.641,1.6059,2.458
2021-09-05 18:09:35:5220,-0.8302,1.4503,1.7094,2.391
2021-09-05 18:09:35:5340,-0.7319,1.2954,1.7934,2.33
2021-09-05 18:09:35:5430,-0.6397,1.1735,1.6902,2.155
2021-09-05 18:09:35:5540,-0.5158,1.0826,1.438,1.872
2021-09-05 18:09:35:5639,-0.4216,1.0743,1.2496,1.701
2021-09-05 18:09:35:5740,-0.3621,1.0715,0.9695,1.49
2021-09-05 18:09:35:5830,-0.3104,0.9553,0.7895,1.278
2021-09-05 18:09:35:5950,-0.3819,0.738,0.5977,1.024
2021-09-05 18:09:35:6020,-0.2857,0.6263,0.6193,0.926
2021-09-05 18:09:35:6200,-0.1486,0.4715,0.6369,0.806
2021-09-05 18:09:35:6220,-0.092,0.312,0.658,0.734
2021-09-05 18:09:35:6340,-0.0875,0.0838,0.52,0.534
2021-09-05 18:09:35:6430,-0.0295,-0.0558,0.3472,0.353
2021-09-05 18:09:35:6540,0.042,-0.0802,-0.1791,0.201
2021-09-05 18:09:35:6640,0.0886,0.0091,-0.5033,0.511
2021-09-05 18:09:35:6750,0.1448,-0.0895,-1.104,1.117
2021-09-05 18:09:35:6830,0.2302,-0.2115,-1.213,1.253
2021-09-05 18:09:35:6939,0.3252,-0.5602,-0.7812,1.015
2021-09-05 18:09:35:7030,0.5063,-0.8912,-0.1253,1.033
2021-09-05 18:09:35:7200,0.7825,-1.3792,0.7888,1.771
2021-09-05 18:09:35:7220,0.9066,-1.6526,1.1348,2.2
2021-09-05 18:09:35:7350,0.7719,-2.1346,1.2446,2.589
2021-09-05 18:09:35:7430,0.6129,-2.4055,0.9945,2.674
2021-09-05 18:09:35:7530,0.3797,-2.5674,0.1573,2.6
2021-09-05 18:09:35:7660,0.4232,-2.3584,-0.7576,2.513
2021-09-05 18:09:35:7740,0.4424,-2.0023,-1.6323,2.621
2021-09-05 18:09:35:7840,0.3434,-1.7252,-2.0405,2.694
2021-09-05 18:09:35:7990,0.4016,-1.5393,-2.0075,2.561
2021-09-05 18:09:35:8230,0.4468,-1.5174,-1.6772,2.305
2021-09-05 18:09:35:8230,0.4849,-1.5591,-1.0656,1.95
2021-09-05 18:09:35:8240,0.5241,-1.6673,-0.6815,1.876
2021-09-05 18:09:35:8350,0.6869,-1.7992,-0.3103,1.951
2021-09-05 18:09:35:8430,0.8794,-1.8133,-0.0623,2.016
2021-09-05 18:09:35:8560,1.1052,-1.7979,0.2076,2.121
2021-09-05 18:09:35:8630,1.1478,-1.8069,0.2486,2.155
2021-09-05 18:09:35:8740,1.1566,-1.8025,0.2285,2.154
2021-09-05 18:09:35:8830,1.0846,-1.8231,0.1401,2.126
2021-09-05 18:09:35:8940,0.886,-1.861,0.0105,2.061
2021-09-05 18:09:35:9040,0.717,-1.8783,-0.1026,2.013
2021-09-05 18:09:35:9190,0.4896,-1.9012,-0.3389,1.992
2021-09-05 18:09:35:9220,0.3467,-1.8951,-0.6212,2.024
2021-09-05 18:09:35:9340,0.2128,-1.8467,-0.9351,2.081
2021-09-05 18:09:35:9430,0.1489,-1.7615,-1.1475,2.108
2021-09-05 18:09:35:9550,0.0453,-1.6549,-1.3631,2.144
2021-09-05 18:09:35:9640,-0.0184,-1.6309,-1.5484,2.249
2021-09-05 18:09:35:9750,-0.2256,-1.6651,-1.7922,2.457
2021-09-05 18:09:35:9840,-0.3373,-1.6927,-1.8846,2.556
2021-09-05 18:09:35:9940,-0.3884,-1.6818,-1.8436,2.525
2021-09-05 18:09:36:0040,-0.3262,-1.65,-1.7722,2.443
2021-09-05 18:09:36:0200,-0.1808,-1.6459,-1.6847,2.362
2021-09-05 18:09:36:0220,-0.1716,-1.6067,-1.6961,2.343
2021-09-05 18:09:36:0350,-0.091,-1.6035,-1.2727,2.049
2021-09-05 18:09:36:0429,0.0616,-1.5863,-1.0175,1.886
2021-09-05 18:09:36:0540,0.1957,-1.4388,-0.6884,1.607
2021-09-05 18:09:36:0640,0.342,-1.4186,-0.3973,1.512
2021-09-05 18:09:36:0760,0.5902,-1.2545,-0.1485,1.394
2021-09-05 18:09:36:0830,0.6162,-1.1661,-0.1187,1.324
2021-09-05 18:09:36:0990,0.8427,-1.0697,-0.138,1.369
2021-09-05 18:09:36:1200,0.8085,-0.9861,-0.2361,1.297
2021-09-05 18:09:36:1200,0.7849,-0.8714,-0.2846,1.207
2021-09-05 18:09:36:1220,0.7572,-0.7562,-0.2532,1.1
2021-09-05 18:09:36:1350,0.7121,-0.6595,-0.0341,0.971
2021-09-05 18:09:36:1419,0.5959,-0.6101,0.1052,0.859
2021-09-05 18:09:36:1560,0.3949,-0.5236,0.1959,0.684
2021-09-05 18:09:36:1620,0.4017,-0.5116,0.2242,0.688
2021-09-05 18:09:36:1750,0.4154,-0.41,0.2094,0.62
2021-09-05 18:09:36:1820,0.4157,-0.2476,0.2256,0.534
2021-09-05 18:09:36:1980,0.4131,-0.1677,0.1504,0.47
2021-09-05 18:09:36:2170,0.4195,-0.0752,0.0956,0.437
2021-09-05 18:09:36:2180,0.472,-0.0864,-0.0089,0.48
2021-09-05 18:09:36:2220,0.4974,-0.1475,0.0275,0.52
2021-09-05 18:09:36:2330,0.5733,-0.3464,0.3141,0.74
2021-09-05 18:09:36:2430,0.4918,-0.5054,0.5569,0.899
2021-09-05 18:09:36:2540,0.1792,-0.7056,0.6632,0.985
2021-09-05 18:09:36:2620,-0.05,-0.6406,0.6191,0.892
2021-09-05 18:09:36:2740,-0.3229,-0.3586,0.4702,0.674
2021-09-05 18:09:36:2819,-0.4851,-0.0823,0.1523,0.515
2021-09-05 18:09:36:2980,-0.586,0.2627,-0.1407,0.657
2021-09-05 18:09:36:3170,-0.698,0.4962,-0.2317,0.887
2021-09-05 18:09:36:3180,-0.7694,0.7124,-0.0373,1.049
2021-09-05 18:09:36:3220,-0.86,0.891,0.1285,1.245
2021-09-05 18:09:36:3350,-1.0443,1.0347,0.4765,1.545
2021-09-05 18:09:36:3430,-1.1753,1.0096,0.7984,1.743
2021-09-05 18:09:36:3530,-1.3402,1.0306,1.288,2.125
2021-09-05 18:09:36:3620,-1.495,1.0421,1.866,2.608
2021-09-05 18:09:36:3750,-1.637,1.1129,2.2954,3.031
2021-09-05 18:09:36:3830,-1.6978,1.2978,2.4758,3.271
2021-09-05 18:09:36:3980,-1.6701,1.6021,2.4193,3.348
2021-09-05 18:09:36:4170,-1.7275,1.8523,2.2743,3.404
2021-09-05 18:09:36:4190,-1.8623,2.0873,2.0215,3.451
2021-09-05 18:09:36:4220,-1.983,2.22,1.8066,3.482
2021-09-05 18:09:36:4350,-2.1587,2.3302,1.5768,3.546
2021-09-05 18:09:36:4430,-2.2935,2.4025,1.4708,3.633
2021-09-05 18:09:36:4550,-2.4707,2.4423,1.304,3.711
2021-09-05 18:09:36:4630,-2.5504,2.4506,1.1582,3.722
2021-09-05 18:09:36:4740,-2.675,2.4502,1.0839,3.786
2021-09-05 18:09:36:4820,-2.7219,2.3862,1.0671,3.774
2021-09-05 18:09:36:4970,-2.7846,2.3427,1.1703,3.823
2021-09-05 18:09:36:5150,-2.7539,2.2829,1.2958,3.805
2021-09-05 18:09:36:5150,-2.6415,2.1978,1.3982,3.71
2021-09-05 18:09:36:5220,-2.5534,2.1258,1.334,3.58
2021-09-05 18:09:36:5340,-2.3622,2.0403,1.1648,3.332
2021-09-05 18:09:36:5420,-2.1554,2.0449,1.0528,3.152
2021-09-05 18:09:36:5550,-1.9146,2.1275,0.9714,3.023
2021-09-05 18:09:36:5629,-1.7536,2.1012,0.8748,2.873
2021-09-05 18:09:36:5750,-1.584,2.0544,0.8374,2.726
2021-09-05 18:09:36:5830,-1.5109,1.9177,0.8739,2.593
2021-09-05 18:09:36:5970,-1.379,1.7232,1.0327,2.437
2021-09-05 18:09:36:6170,-1.2276,1.5621,1.3067,2.378
2021-09-05 18:09:36:6180,-1.0437,1.324,1.7273,2.414
2021-09-05 18:09:36:6220,-0.9499,1.1314,1.9114,2.416
2021-09-05 18:09:36:6340,-0.8015,0.8313,1.9903,2.301
2021-09-05 18:09:36:6430,-0.6628,0.7193,1.9925,2.22
2021-09-05 18:09:36:6540,-0.4199,0.6735,1.8031,1.97
2021-09-05 18:09:36:6630,-0.253,0.5585,1.4514,1.576
2021-09-05 18:09:36:6740,-0.0613,0.3569,0.9209,0.99
2021-09-05 18:09:36:6830,0.0064,0.2096,0.6308,0.665
2021-09-05 18:09:36:6949,0.0388,-0.0573,0.2027,0.214
2021-09-05 18:09:36:7140,0.1011,-0.2321,-0.1575,0.298
2021-09-05 18:09:36:7140,0.1701,-0.4834,-0.5665,0.764
2021-09-05 18:09:36:7230,0.1347,-0.6088,-0.8471,1.052
2021-09-05 18:09:36:7330,0.132,-0.7625,-1.267,1.485
2021-09-05 18:09:36:7440,0.2188,-0.9673,-1.3831,1.702
2021-09-05 18:09:36:7560,0.5895,-1.2015,-0.9928,1.666
2021-09-05 18:09:36:7630,1.0288,-1.4347,-0.202,1.777
2021-09-05 18:09:36:7740,1.4283,-1.8101,0.7091,2.412
2021-09-05 18:09:36:7830,1.5461,-2.1769,0.964,2.839
2021-09-05 18:09:36:7960,1.4296,-2.5055,0.9041,3.023
2021-09-05 18:09:36:8159,1.1948,-2.7028,0.4435,2.988
2021-09-05 18:09:36:8169,0.7738,-2.5932,-0.6553,2.784
2021-09-05 18:09:36:8220,0.7188,-2.2466,-1.0891,2.598
2021-09-05 18:09:36:8340,0.5275,-1.9403,-2.0169,2.848
2021-09-05 18:09:36:8430,0.5309,-1.7511,-1.882,2.625
2021-09-05 18:09:36:8550,0.5015,-1.6378,-1.2564,2.124
2021-09-05 18:09:36:8630,0.5201,-1.8392,-0.5471,1.988
2021-09-05 18:09:36:8740,0.566,-2.1353,0.1814,2.216
2021-09-05 18:09:36:8820,0.641,-2.312,0.5421,2.46
2021-09-05 18:09:36:8950,0.9105,-2.2494,0.9109,2.592
2021-09-05 18:09:36:9150,1.0887,-2.1723,0.8598,2.577
2021-09-05 18:09:36:9170,1.2062,-2.0492,0.3553,2.404
2021-09-05 18:09:36:9220,1.1457,-1.8863,0.0006,2.207
2021-09-05 18:09:36:9340,1.038,-1.6167,-0.4115,1.965
2021-09-05 18:09:36:9430,0.8336,-1.4061,-0.8357,1.836
2021-09-05 18:09:36:9540,0.5755,-1.2842,-1.189,1.842
2021-09-05 18:09:36:9630,0.4649,-1.139,-1.3249,1.808
2021-09-05 18:09:36:9750,0.4365,-1.0112,-1.1951,1.625
2021-09-05 18:09:36:9830,0.4698,-0.999,-0.7538,1.337
2021-09-05 18:09:36:9940,0.5391,-1.1311,-0.0391,1.254
2021-09-05 18:09:37:0050,0.6033,-1.321,0.4901,1.533
2021-09-05 18:09:37:0300,0.6005,-1.4995,1.2202,2.024
2021-09-05 18:09:37:0310,0.4898,-1.7363,1.5269,2.364
2021-09-05 18:09:37:0350,0.2759,-2.0106,1.3689,2.448
2021-09-05 18:09:37:0429,0.2548,-1.9944,0.9531,2.225
2021-09-05 18:09:37:0530,0.2535,-1.7657,-0.1179,1.788
2021-09-05 18:09:37:0620,0.1429,-1.6404,-0.9796,1.916
2021-09-05 18:09:37:0740,0.1479,-1.4743,-1.8624,2.38
2021-09-05 18:09:37:0840,0.0841,-1.3006,-2.4937,2.814
2021-09-05 18:09:37:0960,-0.1022,-1.2473,-3.0676,3.313
2021-09-05 18:09:37:1040,-0.1225,-1.3013,-3.072,3.338
2021-09-05 18:09:37:1270,-0.2262,-1.4232,-2.8958,3.235
2021-09-05 18:09:37:1270,-0.2283,-1.5143,-2.3978,2.845
2021-09-05 18:09:37:1350,-0.1435,-1.7671,-1.7958,2.523
2021-09-05 18:09:37:1419,-0.0752,-1.8965,-1.6005,2.483
2021-09-05 18:09:37:1550,0.166,-1.9207,-1.2483,2.297
2021-09-05 18:09:37:1630,0.3352,-1.8702,-1.0816,2.186
2021-09-05 18:09:37:1739,0.5591,-1.8708,-0.9427,2.168
2021-09-05 18:09:37:1840,0.6176,-1.8225,-0.9392,2.141
2021-09-05 18:09:37:1940,0.7941,-1.8033,-1.0498,2.233
2021-09-05 18:09:37:2030,0.9268,-1.7725,-1.1148,2.29
2021-09-05 18:09:37:2270,1.312,-1.9353,-1.0438,2.561
2021-09-05 18:09:37:2270,1.3272,-1.9356,-1.0262,2.561
2021-09-05 18:09:37:2350,1.2059,-1.8234,-1.1212,2.457
2021-09-05 18:09:37:2430,1.2044,-1.7391,-1.186,2.425
2021-09-05 18:09:37:2550,1.3743,-1.6853,-0.8734,2.343
2021-09-05 18:09:37:2620,1.4998,-1.6108,-0.6169,2.286
2021-09-05 18:09:37:2750,1.6547,-1.5366,-0.0534,2.259
2021-09-05 18:09:37:2839,1.6916,-1.3386,0.2995,2.178
2021-09-05 18:09:37:2940,1.7839,-1.0979,0.652,2.194
2021-09-05 18:09:37:3040,1.6303,-0.7521,0.791,1.962
2021-09-05 18:09:37:3240,1.2364,-0.429,0.8291,1.549
2021-09-05 18:09:37:3240,0.8136,-0.3355,0.6872,1.117
2021-09-05 18:09:37:3340,0.1831,-0.2147,0.4445,0.527
2021-09-05 18:09:37:3439,-0.3066,-0.0218,0.5632,0.642
2021-09-05 18:09:37:3540,-0.6617,0.363,1.0091,1.26
2021-09-05 18:09:37:3630,-1.0434,0.7456,1.3646,1.873
2021-09-05 18:09:37:3750,-1.3537,1.1647,1.6471,2.429
2021-09-05 18:09:37:3840,-1.702,1.4475,1.8306,2.888
2021-09-05 18:09:37:3960,-2.2184,1.7193,2.1268,3.521
2021-09-05 18:09:37:4030,-2.4719,1.7849,2.3128,3.827
2021-09-05 18:09:37:4250,-2.7598,1.8854,2.7996,4.36
2021-09-05 18:09:37:4260,-2.8798,1.8894,3.1703,4.681
2021-09-05 18:09:37:4360,-2.9017,1.9133,3.5788,4.989
2021-09-05 18:09:37:4430,-2.946,1.8721,3.7792,5.145
2021-09-05 18:09:37:4540,-3.1011,1.7548,3.7506,5.173
2021-09-05 18:09:37:4630,-3.1284,1.8171,3.6462,5.136
2021-09-05 18:09:37:4760,-3.058,2.0982,3.4756,5.083
2021-09-05 18:09:37:4830,-3.0117,2.308,3.1927,4.959
2021-09-05 18:09:37:4960,-3.1154,2.5483,2.6258,4.806
2021-09-05 18:09:37:5030,-3.1505,2.6749,2.2642,4.712
2021-09-05 18:09:37:5220,-3.2876,2.8413,1.7482,4.684
2021-09-05 18:09:37:5230,-3.3908,2.966,1.4323,4.727
2021-09-05 18:09:37:5350,-3.5298,3.0138,1.0914,4.768
2021-09-05 18:09:37:5430,-3.7057,3.0224,0.7937,4.847
2021-09-05 18:09:37:5540,-3.8133,2.9662,0.5118,4.858
2021-09-05 18:09:37:5629,-3.7744,2.9543,0.3546,4.806
2021-09-05 18:09:37:5750,-3.6298,2.9733,0.2396,4.698
2021-09-05 18:09:37:5840,-3.4625,2.9599,0.2151,4.56
2021-09-05 18:09:37:5960,-3.0446,2.8541,0.2425,4.18
2021-09-05 18:09:37:6030,-2.8312,2.8188,0.2137,4.001
2021-09-05 18:09:37:6230,-2.6063,2.7794,0.1205,3.812
2021-09-05 18:09:37:6240,-2.4636,2.5831,0.1348,3.572
2021-09-05 18:09:37:6340,-2.274,2.4131,0.338,3.333
2021-09-05 18:09:37:6430,-2.0622,2.2179,0.5554,3.079
2021-09-05 18:09:37:6540,-1.745,1.9306,0.8477,2.737
2021-09-05 18:09:37:6630,-1.5102,1.6232,1.158,2.501
2021-09-05 18:09:37:6760,-1.1331,1.2981,1.8437,2.524
2021-09-05 18:09:37:6850,-0.9102,1.1037,2.2611,2.676
2021-09-05 18:09:37:6959,-0.4722,0.7383,2.8173,2.95
2021-09-05 18:09:37:7040,-0.2059,0.5322,3.0161,3.07
2021-09-05 18:09:37:7140,0.1892,0.334,2.9472,2.972
2021-09-05 18:09:37:7270,0.3834,0.2381,2.6097,2.648
2021-09-05 18:09:37:7340,0.5825,0.1904,1.9021,1.998
2021-09-05 18:09:37:7450,0.6597,0.0895,1.9041,2.017
2021-09-05 18:09:37:7540,0.6249,-0.0309,0.9119,1.106
2021-09-05 18:09:37:7630,0.6588,-0.1908,0.6955,0.977
2021-09-05 18:09:37:7750,0.6136,-0.4592,0.5024,0.916
2021-09-05 18:09:37:7820,0.6336,-0.6572,0.3911,0.993
2021-09-05 18:09:37:7960,0.6808,-0.8702,0.0439,1.106
2021-09-05 18:09:37:8030,0.7066,-0.9427,-0.1533,1.188
2021-09-05 18:09:37:8260,0.6934,-0.9947,-0.6747,1.388
2021-09-05 18:09:37:8270,0.6413,-1.0068,-1.1928,1.688
2021-09-05 18:09:37:8340,0.449,-0.9288,-1.8858,2.15
2021-09-05 18:09:37:8440,0.3323,-0.8387,-2.2953,2.466
2021-09-05 18:09:37:8540,0.2681,-0.8986,-2.5382,2.706
2021-09-05 18:09:37:8630,0.456,-1.1776,-2.1999,2.537
2021-09-05 18:09:37:8750,0.7863,-1.6747,-1.1878,2.199
2021-09-05 18:09:37:8830,1.1473,-2.0591,-0.1904,2.365
2021-09-05 18:09:37:8960,1.5133,-2.7645,0.7157,3.232
2021-09-05 18:09:37:9030,1.5221,-3.244,1.0036,3.721
2021-09-05 18:09:37:9220,1.2438,-3.8413,0.9089,4.139
2021-09-05 18:09:37:9240,0.9721,-3.9672,0.432,4.107
2021-09-05 18:09:37:9340,1.0039,-3.855,-0.6598,4.038
2021-09-05 18:09:37:9430,1.0778,-3.344,-1.5133,3.825
2021-09-05 18:09:37:9550,1.0646,-2.9829,-2.3803,3.962
2021-09-05 18:09:37:9620,1.0817,-2.7236,-2.4899,3.845
2021-09-05 18:09:37:9750,1.0386,-2.4857,-2.2681,3.522
2021-09-05 18:09:37:9840,0.9235,-2.6129,-1.9892,3.411
2021-09-05 18:09:37:9960,0.7792,-2.9002,-1.5028,3.358
2021-09-05 18:09:38:0030,0.8545,-2.9497,-1.2123,3.302
2021-09-05 18:09:38:0250,1.0569,-2.8986,-0.7246,3.169
2021-09-05 18:09:38:0260,1.1369,-2.7867,-0.4086,3.037
2021-09-05 18:09:38:0340,1.2596,-2.6631,-0.0614,2.947
2021-09-05 18:09:38:0429,1.2703,-2.4989,0.1077,2.805
2021-09-05 18:09:38:0540,1.1938,-2.3404,0.2537,2.639
2021-09-05 18:09:38:0630,1.0531,-2.1829,0.1944,2.431
2021-09-05 18:09:38:0740,0.8072,-2.0218,-0.0547,2.178
2021-09-05 18:09:38:0830,0.6353,-1.867,-0.3297,2
2021-09-05 18:09:38:0960,0.5148,-1.7066,-0.6869,1.91
2021-09-05 18:09:38:1030,0.4636,-1.5832,-0.9005,1.879
2021-09-05 18:09:38:1220,0.4966,-1.4905,-0.9509,1.836
2021-09-05 18:09:38:1230,0.5102,-1.385,-0.9172,1.738
2021-09-05 18:09:38:1350,0.4838,-1.4268,-0.84,1.725
2021-09-05 18:09:38:1429,0.4362,-1.4609,-0.7265,1.689
2021-09-05 18:09:38:1540,0.3791,-1.4375,-0.5318,1.579
2021-09-05 18:09:38:1640,0.3664,-1.3618,-0.4623,1.484
2021-09-05 18:09:38:1750,0.358,-1.2075,-0.3168,1.299
2021-09-05 18:09:38:1830,0.3986,-1.1354,-0.2459,1.228
2021-09-05 18:09:38:1960,0.3866,-1.1628,-0.1321,1.233
2021-09-05 18:09:38:2050,0.3301,-1.1349,-0.0491,1.183
2021-09-05 18:09:38:2200,0.3431,-1.1376,0.0677,1.19
2021-09-05 18:09:38:2220,0.4081,-1.0756,0.2426,1.176
2021-09-05 18:09:38:2340,0.5163,-0.9856,0.5691,1.25
2021-09-05 18:09:38:2430,0.5919,-0.9261,0.7654,1.339
2021-09-05 18:09:38:2540,0.7086,-0.9046,0.9706,1.504
2021-09-05 18:09:38:2640,0.7838,-0.894,1.1087,1.626
2021-09-05 18:09:38:2760,0.858,-0.7705,1.0813,1.581
2021-09-05 18:09:38:2829,0.8457,-0.583,0.8956,1.363
2021-09-05 18:09:38:2950,0.7897,-0.3534,0.4987,0.999
2021-09-05 18:09:38:3020,0.7006,-0.2426,0.2899,0.796
2021-09-05 18:09:38:3170,0.585,-0.2156,0.0036,0.623
2021-09-05 18:09:38:3400,0.4271,-0.1234,-0.1325,0.464
2021-09-05 18:09:38:3410,0.4404,0.0291,-0.2186,0.493
2021-09-05 18:09:38:3420,0.4299,0.1275,-0.0869,0.457
2021-09-05 18:09:38:3540,0.4938,0.1806,0.3946,0.657
2021-09-05 18:09:38:3640,0.5358,0.117,0.8744,1.032
2021-09-05 18:09:38:3750,0.5492,0.0263,1.3693,1.476
2021-09-05 18:09:38:3830,0.517,-0.007,1.6682,1.747
2021-09-05 18:09:38:3960,0.6192,-0.1479,1.8607,1.967
2021-09-05 18:09:38:4030,0.5561,-0.197,1.8637,1.955
2021-09-05 18:09:38:4130,0.4493,-0.1943,1.7932,1.859
2021-09-05 18:09:38:4300,0.2379,-0.2304,1.6197,1.653
2021-09-05 18:09:38:4330,-0.1438,-0.1879,1.1373,1.162
2021-09-05 18:09:38:4420,-0.3922,-0.1115,0.6769,0.79
2021-09-05 18:09:38:4540,-0.7234,0.1117,0.1488,0.747
2021-09-05 18:09:38:4640,-0.9703,0.2857,-0.1422,1.021
2021-09-05 18:09:38:4740,-1.1939,0.5115,-0.4681,1.381
2021-09-05 18:09:38:4840,-1.4007,0.7404,-0.5697,1.684
2021-09-05 18:09:38:4950,-1.5315,0.9057,-0.5355,1.858
2021-09-05 18:09:38:5040,-1.6719,0.9625,-0.3531,1.961
2021-09-05 18:09:38:5150,-1.7385,0.9761,0.0461,1.994
2021-09-05 18:09:38:5370,-1.7753,1.0444,0.389,2.096
2021-09-05 18:09:38:5380,-1.825,1.0896,0.7704,2.261
2021-09-05 18:09:38:5420,-1.8754,1.1128,1.075,2.431
2021-09-05 18:09:38:5550,-1.967,1.1729,1.4217,2.696
2021-09-05 18:09:38:5629,-2.0695,1.2533,1.6376,2.922
2021-09-05 18:09:38:5750,-2.2129,1.3617,1.8039,3.163
2021-09-05 18:09:38:5840,-2.3314,1.4908,1.8077,3.305
2021-09-05 18:09:38:5940,-2.4573,1.672,1.7133,3.431
2021-09-05 18:09:38:6020,-2.6192,1.8666,1.5614,3.575
2021-09-05 18:09:38:6150,-2.8579,2.0212,1.2727,3.725
2021-09-05 18:09:38:6300,-3.0317,2.0924,1.0461,3.829
2021-09-05 18:09:38:6340,-3.29,2.2274,0.8672,4.067
2021-09-05 18:09:38:6420,-3.4125,2.2885,0.799,4.186
2021-09-05 18:09:38:6540,-3.6201,2.335,0.6263,4.353
2021-09-05 18:09:38:6620,-3.6783,2.3512,0.6157,4.409
2021-09-05 18:09:38:6740,-3.6779,2.3804,0.6409,4.428
2021-09-05 18:09:38:6830,-3.6538,2.3884,0.7335,4.426
2021-09-05 18:09:38:6949,-3.5552,2.3084,0.9939,4.354
2021-09-05 18:09:38:7040,-3.4128,2.3071,1.1802,4.285
2021-09-05 18:09:38:7160,-3.1341,2.3156,1.3766,4.133
2021-09-05 18:09:38:7380,-2.9058,2.3657,1.3916,3.997
2021-09-05 18:09:38:7380,-2.5874,2.4425,1.2058,3.757
2021-09-05 18:09:38:7420,-2.3869,2.476,1.1035,3.612
2021-09-05 18:09:38:7550,-2.1236,2.492,1.2781,3.515
2021-09-05 18:09:38:7630,-2.0106,2.3563,1.5666,3.471
2021-09-05 18:09:38:7730,-1.9344,2.1035,2.0507,3.517
2021-09-05 18:09:38:7830,-1.787,1.9038,2.3883,3.539
2021-09-05 18:09:38:7930,-1.6907,1.6244,2.5629,3.474
2021-09-05 18:09:38:8040,-1.5662,1.4034,2.721,3.439
2021-09-05 18:09:38:8169,-1.4396,1.1229,2.664,3.23
2021-09-05 18:09:38:8230,-1.2718,0.9336,2.4857,2.944
2021-09-05 18:09:38:8420,-0.9943,0.8932,2.0208,2.423
2021-09-05 18:09:38:8430,-0.8092,0.8191,1.6618,2.022
2021-09-05 18:09:38:8540,-0.5808,0.6236,1.0861,1.381
2021-09-05 18:09:38:8630,-0.3908,0.4714,0.8521,1.049
2021-09-05 18:09:38:8760,-0.1771,0.2398,0.6346,0.701
2021-09-05 18:09:38:8830,-0.1008,0.0827,0.5749,0.59
2021-09-05 18:09:38:8940,-0.1889,-0.0272,0.3001,0.356
2021-09-05 18:09:38:9040,-0.2723,-0.1173,-0.1467,0.331
2021-09-05 18:09:38:9140,-0.3394,-0.3969,-0.4832,0.712
2021-09-05 18:09:38:9230,-0.1795,-0.6766,-0.3273,0.773
2021-09-05 18:09:38:9440,0.1651,-1.0148,0.5625,1.172
2021-09-05 18:09:38:9440,0.5825,-1.287,1.7225,2.228
2021-09-05 18:09:38:9550,1.066,-1.8514,2.6559,3.409
2021-09-05 18:09:38:9630,1.2863,-2.3898,2.7899,3.892
2021-09-05 18:09:38:9750,1.1615,-2.982,2.4117,4.007
2021-09-05 18:09:38:9820,1.0458,-3.2755,1.8265,3.893
2021-09-05 18:09:38:9930,1.0052,-3.3088,0.5115,3.496
2021-09-05 18:09:39:0030,0.9898,-3.017,-0.5592,3.224
2021-09-05 18:09:39:0150,0.8176,-2.8152,-1.8201,3.451
2021-09-05 18:09:39:0270,0.6551,-2.7017,-2.4776,3.724
2021-09-05 18:09:39:0350,0.4761,-2.4552,-2.7492,3.717
2021-09-05 18:09:39:0440,0.5019,-2.5347,-2.571,3.645
2021-09-05 18:09:39:0540,0.5116,-2.7038,-1.7902,3.283
2021-09-05 18:09:39:0630,0.586,-2.9081,-1.254,3.221
2021-09-05 18:09:39:0750,0.9365,-3.0741,-0.797,3.311
2021-09-05 18:09:39:0830,1.2143,-3.0477,-0.6805,3.351
2021-09-05 18:09:39:0940,1.5578,-2.9325,-0.6466,3.383
2021-09-05 18:09:39:1030,1.6854,-2.8038,-0.5077,3.31
2021-09-05 18:09:39:1150,1.6579,-2.7101,-0.2777,3.189
2021-09-05 18:09:39:1320,1.526,-2.6855,-0.1315,3.092
2021-09-05 18:09:39:1330,1.247,-2.7716,-0.019,3.039
2021-09-05 18:09:39:1419,0.9729,-2.83,-0.0251,2.993
2021-09-05 18:09:39:1540,0.6753,-2.8464,-0.1355,2.929
2021-09-05 18:09:39:1630,0.5476,-2.8199,-0.2704,2.885
2021-09-05 18:09:39:1750,0.4717,-2.7651,-0.5891,2.866
2021-09-05 18:09:39:1830,0.5247,-2.6629,-0.783,2.825
2021-09-05 18:09:39:1940,0.6118,-2.6059,-1.1197,2.902
2021-09-05 18:09:39:2030,0.6587,-2.6055,-1.3937,3.027
2021-09-05 18:09:39:2150,0.7061,-2.5628,-1.6303,3.118
2021-09-05 18:09:39:2390,0.7269,-2.5206,-1.6592,3.104
2021-09-05 18:09:39:2390,0.888,-2.5211,-1.7763,3.209
